id,carat,cut,color,clarity,depth,table,x,y,z,price
17830,0.33,Premium,G,VVS2,61.9,58.0,4.43,4.39,2.73,965
17831,1.01,Premium,G,SI2,61.5,58.0,6.51,6.44,3.98,3461
17832,0.9,Very Good,J,SI2,63.3,59.0,6.08,6.12,3.86,2973
17833,0.7,Premium,I,VVS1,62.9,58.0,5.67,5.65,3.56,2536
17834,0.9,Fair,I,VVS2,60.9,66.0,6.1,6.12,3.72,3288
17835,1.11,Premium,F,VS2,62.7,59.0,6.58,6.62,4.14,6863
17836,1.5,Very Good,I,VS1,60.8,63.0,7.37,7.41,4.49,9281
17837,0.51,Ideal,G,VVS2,61.6,55.0,5.13,5.16,3.17,2197
17838,1.04,Very Good,E,VVS2,62.4,58.0,6.46,6.4,4.01,8748
17839,0.73,Very Good,E,SI2,63.2,60.0,5.76,5.71,3.62,2335
17840,1.54,Ideal,G,SI1,61.5,55.0,7.4,7.45,4.57,11333
17841,1.06,Ideal,F,VS1,61.7,57.0,6.55,6.57,4.05,8344
17842,0.72,Premium,F,SI1,62.0,60.0,5.74,5.77,3.57,2364
17843,1.27,Premium,H,VS2,60.0,61.0,7.03,6.99,4.26,7503
17844,1.13,Premium,G,VVS2,61.4,58.0,6.68,6.73,4.12,7875
17845,1.02,Good,H,SI1,57.1,61.0,6.66,6.57,3.78,4167
17846,0.55,Ideal,F,VS1,60.3,57.0,5.32,5.37,3.23,1682
17847,0.93,Ideal,I,SI2,62.3,57.0,6.2,6.22,3.87,3101
17848,0.31,Very Good,H,VVS2,62.6,58.0,4.28,4.31,2.69,625
17849,0.73,Very Good,E,SI2,59.6,57.0,5.87,5.91,3.51,2359
17850,0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,696
17851,0.42,Ideal,E,VS2,62.1,56.0,4.77,4.8,2.97,958
17852,0.3,Premium,H,VS2,61.1,61.0,4.33,4.31,2.64,608
17853,1.0,Premium,F,SI2,61.7,57.0,6.42,6.35,3.94,3853
17854,0.33,Ideal,H,VS1,61.4,57.0,4.49,4.44,2.74,743
17855,0.81,Very Good,F,VVS2,63.1,56.0,5.99,5.9,3.75,3992
17856,0.31,Good,H,VS1,59.2,65.0,4.42,4.33,2.59,651
17857,1.01,Very Good,G,VVS2,60.8,59.0,6.42,6.5,3.93,7847
17858,1.0,Fair,D,SI2,64.5,54.0,6.34,6.28,4.07,4312
17859,0.52,Ideal,E,VVS2,61.3,56.0,5.18,5.2,3.18,2675
17860,0.46,Ideal,F,SI2,61.4,56.0,4.97,5.0,3.06,881
17861,0.71,Ideal,F,SI2,61.6,56.0,5.73,5.67,3.51,2168
17862,1.0,Good,F,SI2,63.8,58.0,6.33,6.28,4.02,4155
17863,0.82,Ideal,G,SI1,61.8,55.0,6.02,6.05,3.73,3133
17864,0.51,Ideal,E,SI1,60.9,56.0,5.16,5.19,3.15,1585
17865,1.07,Premium,G,VS2,60.1,60.0,6.76,6.6,3.99,6022
17866,0.52,Good,H,VS2,63.6,57.0,5.05,5.1,3.23,1289
17867,0.91,Good,J,VS2,61.3,61.0,6.18,6.25,3.81,3290
17868,1.35,Ideal,G,VS1,61.5,56.0,7.12,7.15,4.39,10193
17869,1.04,Premium,E,SI2,62.4,57.0,6.51,6.43,4.04,4892
17870,0.36,Very Good,E,VVS1,61.4,56.0,4.6,4.62,2.83,1140
17871,0.45,Very Good,E,VS2,61.8,58.0,4.9,4.94,3.04,1129
17872,0.39,Ideal,G,VS1,62.6,55.0,4.66,4.69,2.93,1008
17873,0.3,Ideal,E,SI1,62.4,57.0,4.27,4.29,2.67,499
17874,0.3,Premium,D,SI2,62.4,58.0,4.28,4.31,2.68,447
17875,1.0,Very Good,F,VS2,63.8,56.9,6.29,6.36,4.04,6841
17876,0.32,Ideal,D,VS2,62.7,54.0,4.38,4.36,2.74,972
17877,0.71,Ideal,E,VS1,61.9,56.0,5.7,5.73,3.54,4053
17878,0.71,Very Good,I,VS2,59.5,57.0,5.85,5.88,3.49,2111
17879,0.37,Premium,J,VS2,61.1,60.0,4.6,4.63,2.82,454
17880,0.7,Very Good,H,VS2,63.6,56.0,5.6,5.63,3.57,2312
17881,0.59,Very Good,F,SI1,63.1,57.0,5.39,5.36,3.39,2124
17882,0.5,Ideal,E,VS2,62.6,54.0,5.08,5.11,3.19,1624
17883,0.35,Ideal,G,IF,61.5,55.0,4.53,4.57,2.8,1001
17884,0.73,Premium,I,VVS2,60.6,58.0,5.84,5.78,3.52,2519
17885,1.12,Premium,H,SI1,61.6,58.0,6.72,6.62,4.11,4719
17886,0.31,Very Good,I,VVS1,57.7,62.0,4.51,4.53,2.61,613
17887,0.32,Premium,E,SI1,60.1,60.0,4.47,4.42,2.67,720
17888,0.72,Ideal,H,VS1,61.8,55.0,5.78,5.81,3.58,3167
17889,0.57,Ideal,E,VS1,61.3,57.0,5.34,5.37,3.28,2110
17890,0.33,Ideal,E,VVS2,60.7,55.0,4.49,4.5,2.73,898
17891,0.5,Premium,G,VS1,60.0,59.0,5.12,5.18,3.09,1559
17892,2.01,Premium,G,SI2,59.4,58.0,8.19,8.15,4.85,15562
17893,1.07,Premium,D,VS1,62.0,60.0,6.55,6.49,4.04,8359
17894,0.21,Premium,D,VS2,59.1,62.0,3.89,3.86,2.29,386
17895,0.9,Good,E,SI1,63.8,56.0,6.17,6.09,3.91,3449
17896,0.41,Ideal,I,VS1,60.9,53.0,4.8,4.85,2.94,755
17897,0.73,Ideal,D,VVS2,62.0,53.6,5.76,5.8,3.59,4547
17898,0.71,Premium,F,SI2,59.6,59.0,5.79,5.75,3.44,2409
17899,0.83,Very Good,E,SI1,62.1,58.0,6.01,6.04,3.74,3002
17900,1.23,Very Good,G,SI1,63.1,56.0,6.81,6.78,4.29,6665
17901,0.87,Very Good,G,SI2,59.9,58.0,6.19,6.23,3.72,2802
17902,0.5,Good,G,VVS2,63.6,57.0,5.08,5.04,3.22,1858
17903,0.4,Very Good,I,VS1,63.5,55.0,4.71,4.67,2.98,882
17904,0.71,Ideal,H,VS1,61.2,56.0,5.76,5.81,3.54,2909
17905,1.55,Good,H,VS2,61.0,61.0,7.42,7.47,4.54,11364
17906,0.58,Fair,G,VS2,65.0,56.0,5.23,5.17,3.38,1430
17907,0.51,Very Good,F,VVS2,60.8,56.0,5.18,5.21,3.16,2054
17908,0.92,Ideal,F,VS1,61.3,56.0,6.26,6.3,3.85,6360
17909,0.5,Ideal,F,SI2,61.6,57.0,5.14,5.08,3.15,1016
17910,0.34,Premium,I,SI1,60.0,58.0,4.51,4.55,2.72,459
17911,0.41,Ideal,J,VS2,62.2,54.0,4.76,4.79,2.97,613
17912,0.41,Premium,D,SI1,59.2,62.0,4.85,4.82,2.86,947
17913,1.52,Ideal,H,SI1,61.5,58.0,7.4,7.36,4.54,10589
17914,0.35,Fair,F,VVS1,54.6,59.0,4.85,4.79,2.63,1011
17915,0.6,Very Good,D,SI1,62.0,55.0,5.36,5.44,3.35,1777
17916,0.42,Ideal,H,IF,61.9,56.0,4.79,4.81,2.97,1216
17917,0.3,Ideal,G,VVS1,62.6,54.0,4.32,4.31,2.7,1013
17918,1.41,Premium,H,VS2,61.2,60.0,7.21,7.17,4.4,8812
17919,0.38,Premium,I,SI1,60.5,58.0,4.67,4.72,2.84,581
17920,0.27,Ideal,I,VVS2,62.0,54.5,4.15,4.19,2.58,412
17921,0.96,Premium,H,SI1,62.7,58.0,6.27,6.24,3.92,3768
17922,0.4,Very Good,J,VS1,63.5,56.0,4.7,4.69,2.98,756
17923,1.53,Very Good,E,SI1,62.6,57.0,7.25,7.41,4.59,12386
17924,0.31,Premium,J,VS1,60.7,60.0,4.39,4.34,2.65,523
17925,0.4,Very Good,E,VVS1,63.4,57.0,4.64,4.66,2.95,1164
17926,1.0,Fair,E,SI1,57.4,62.0,6.54,6.59,3.77,5212
17927,0.5,Good,D,SI2,63.7,60.0,5.09,5.02,3.22,979
17928,0.31,Premium,E,SI1,63.0,58.0,4.31,4.29,2.71,651
17929,0.3,Ideal,G,SI2,61.4,56.0,4.33,4.34,2.66,422
17930,0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,1333
17931,1.0,Fair,G,SI2,64.6,67.0,6.25,6.19,4.02,3142
17932,2.01,Ideal,E,SI2,62.1,57.0,8.0,7.88,4.93,13387
17933,0.36,Premium,E,SI1,60.9,60.0,4.56,4.61,2.79,631
17934,0.71,Good,D,VS2,63.6,54.0,5.7,5.75,3.64,4289
17935,2.16,Ideal,J,SI1,63.0,55.0,8.2,8.24,5.18,14691
17936,0.4,Ideal,E,VVS2,62.5,54.0,4.73,4.77,2.97,1106
17937,1.62,Very Good,E,SI2,60.8,59.0,7.57,7.62,4.62,9355
17938,0.71,Ideal,G,VS1,61.6,55.0,5.71,5.75,3.53,3431
17939,0.4,Very Good,J,SI1,58.9,59.0,4.84,4.87,2.86,603
17940,1.51,Premium,F,IF,60.5,61.0,7.5,7.4,4.45,18102
17941,0.3,Ideal,F,VS2,63.0,55.0,4.29,4.28,2.7,673
17942,0.52,Ideal,G,IF,61.7,56.0,5.15,5.19,3.19,2267
17943,2.13,Very Good,G,SI2,61.5,57.0,8.27,8.34,5.11,15454
17944,1.01,Very Good,H,SI1,63.3,58.0,6.4,6.37,4.04,4642
17945,0.4,Premium,E,VS1,61.5,58.0,4.73,4.76,2.92,800
17946,0.51,Premium,D,SI1,60.9,59.0,5.19,5.13,3.14,1687
17947,0.35,Ideal,D,SI1,62.1,57.0,4.49,4.47,2.78,772
17948,0.36,Ideal,F,VS1,60.8,56.0,4.61,4.64,2.81,803
17949,1.75,Ideal,I,SI1,61.8,56.0,7.67,7.71,4.75,13393
17950,0.71,Very Good,F,I1,63.2,55.0,5.64,5.57,3.54,1448
17951,0.4,Very Good,J,VS2,60.9,62.0,4.73,4.76,2.89,596
17952,0.5,Ideal,D,VS1,61.9,55.0,5.09,5.12,3.16,1937
17953,0.72,Ideal,E,VS2,61.5,56.0,5.71,5.77,3.53,3385
17954,0.5,Good,G,SI1,63.9,57.0,5.06,5.02,3.22,1286
17955,0.77,Premium,E,VS2,60.5,59.0,5.92,5.98,3.6,3291
17956,0.72,Very Good,G,SI2,63.3,58.0,5.72,5.68,3.61,2246
17957,1.21,Ideal,F,VS1,59.7,57.0,6.94,6.92,4.14,9335
17958,0.71,Very Good,E,VS1,61.6,59.0,5.65,5.72,3.5,3464
17959,0.28,Very Good,E,VVS2,64.0,54.0,4.11,4.17,2.65,572
17960,0.41,Ideal,E,VS1,62.1,55.0,4.8,4.77,2.97,1153
17961,0.73,Premium,F,VS2,58.9,60.0,5.9,5.81,3.45,2446
17962,0.32,Ideal,E,SI1,61.8,55.0,4.42,4.45,2.74,561
17963,1.01,Very Good,F,VVS2,61.8,55.0,6.36,6.45,3.96,8532
17964,0.34,Ideal,I,SI1,61.9,57.0,4.44,4.48,2.76,459
17965,0.42,Ideal,D,VS1,61.4,55.0,4.9,4.8,2.98,1075
17966,1.29,Ideal,J,SI1,61.6,57.0,6.98,7.01,4.32,6327
17967,0.81,Premium,D,SI2,61.7,58.0,5.97,5.93,3.67,2994
17968,1.01,Very Good,F,SI1,62.4,59.0,6.37,6.42,3.99,5861
17969,0.33,Premium,G,IF,59.4,59.0,4.54,4.49,2.68,1094
17970,0.56,Ideal,D,SI1,61.9,55.0,5.31,5.29,3.28,1803
17971,2.13,Premium,F,SI2,62.4,58.0,8.22,8.16,5.11,13760
17972,0.52,Ideal,G,VS1,61.9,55.5,5.13,5.16,3.18,1803
17973,0.96,Good,G,SI1,57.6,59.0,6.53,6.56,3.77,4234
17974,0.79,Good,J,VS2,57.6,59.0,6.13,6.06,3.51,2048
17975,1.02,Very Good,H,VS1,61.4,56.5,6.44,6.47,3.97,6204
17976,0.3,Good,G,SI2,63.7,54.0,4.23,4.25,2.7,394
17977,1.08,Very Good,F,VVS1,61.0,58.0,6.64,6.61,4.04,10204
17978,0.5,Very Good,E,SI1,61.4,63.0,5.1,5.06,3.12,1238
17979,0.72,Ideal,F,VS2,62.0,56.0,5.77,5.75,3.57,2943
17980,0.54,Premium,E,VS1,61.3,56.0,5.27,5.23,3.22,1960
17981,1.18,Premium,I,SI2,62.9,58.0,6.77,6.7,4.24,3925
17982,1.26,Premium,E,VVS1,59.8,59.0,6.99,7.08,4.21,14952
17983,1.7,Ideal,J,VS2,62.5,57.0,7.6,7.63,4.76,9414
17984,0.42,Premium,E,VS1,62.2,59.0,4.76,4.79,2.97,1105
17985,0.4,Very Good,E,VS1,63.3,55.0,4.66,4.69,2.96,909
17986,0.71,Premium,D,SI1,60.7,58.0,5.95,5.78,3.56,2861
17987,0.3,Premium,I,VS1,62.0,58.0,4.3,4.25,2.65,608
17988,0.26,Ideal,E,VS1,61.8,55.0,4.13,4.09,2.54,580
17989,0.32,Premium,G,VS1,62.4,58.0,4.4,4.35,2.73,828
17990,0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,3205
17991,0.81,Premium,J,SI1,61.4,60.0,5.98,5.94,3.66,1917
17992,0.71,Very Good,E,VS1,63.3,56.0,5.64,5.68,3.58,3061
17993,0.9,Premium,D,SI1,62.2,60.0,6.14,6.08,3.8,4612
17994,0.23,Very Good,D,VVS2,62.6,58.0,3.89,3.94,2.45,530
17995,1.04,Premium,F,SI1,59.8,59.0,6.61,6.56,3.94,5284
17996,0.55,Ideal,F,SI1,61.0,56.0,5.28,5.34,3.24,1390
17997,0.83,Ideal,E,SI1,61.6,56.0,6.03,6.05,3.72,3775
17998,0.48,Ideal,G,SI2,62.0,54.0,5.04,5.06,3.13,841
17999,1.0,Good,G,SI1,63.9,60.0,6.27,6.22,3.99,4824
18000,2.03,Premium,J,SI2,61.7,61.0,8.18,8.04,5.0,12078
18001,1.22,Ideal,H,SI1,61.9,56.0,6.86,6.83,4.24,5985
18002,0.28,Very Good,E,VVS2,63.6,56.0,4.13,4.17,2.64,596
18003,0.3,Good,I,SI1,63.3,59.0,4.23,4.3,2.7,394
18004,1.0,Ideal,E,SI1,62.3,55.0,6.41,6.34,3.97,5396
18005,0.72,Ideal,F,VS2,62.6,56.0,5.75,5.72,3.59,2956
18006,0.32,Premium,G,SI1,62.5,58.0,4.4,4.43,2.76,477
18007,0.56,Very Good,H,VVS2,59.8,57.0,5.39,5.48,3.25,1723
18008,0.71,Premium,E,SI1,60.8,55.0,5.85,5.8,3.54,2554
18009,1.21,Premium,I,SI1,62.0,56.0,6.89,6.83,4.25,5285
18010,2.01,Premium,J,VS2,60.5,60.0,8.13,8.09,4.91,13400
18011,0.43,Ideal,F,VS2,61.1,57.0,4.88,4.91,2.99,1066
18012,0.4,Very Good,E,SI1,63.2,58.0,4.7,4.66,2.96,882
18013,0.32,Ideal,G,SI2,62.5,57.0,4.38,4.35,2.73,540
18014,0.5,Ideal,F,SI2,60.9,57.0,5.16,5.13,3.13,1203
18015,0.42,Premium,F,SI1,60.0,59.0,4.85,4.88,2.92,773
18016,0.34,Premium,G,VS2,60.2,58.0,4.52,4.55,2.73,596
18017,1.0,Good,G,SI2,63.8,56.0,6.23,6.31,4.0,3949
18018,1.05,Very Good,G,SI1,62.0,56.0,6.47,6.55,4.04,5480
18019,1.04,Ideal,I,VS2,61.8,55.0,6.5,6.54,4.03,5242
18020,0.44,Ideal,G,SI1,60.9,56.0,4.88,4.94,2.99,1188
18021,1.02,Premium,J,SI2,62.3,58.0,6.42,6.37,3.98,3119
18022,0.5,Ideal,F,SI2,60.5,56.0,5.17,5.19,3.14,1118
18023,0.74,Premium,F,SI1,61.4,59.0,5.81,5.82,3.57,2648
18024,0.53,Good,D,VS2,63.4,55.0,5.11,5.23,3.28,1734
18025,1.23,Ideal,G,SI2,61.6,55.0,6.91,6.88,4.25,3788
18026,0.59,Very Good,G,SI1,59.3,58.0,5.45,5.51,3.25,1555
18027,0.7,Very Good,I,VVS2,60.1,63.0,5.81,5.74,3.47,2415
18028,2.01,Very Good,H,SI2,63.4,60.0,7.97,7.89,5.03,11780
18029,1.07,Ideal,F,SI2,61.4,56.0,6.57,6.63,4.05,5313
18030,0.31,Good,D,SI2,63.1,54.0,4.33,4.38,2.75,462
18031,0.3,Ideal,E,VS2,61.5,55.0,4.31,4.28,2.64,844
18032,1.0,Premium,J,SI1,62.8,59.0,6.37,6.27,3.97,3780
18033,0.55,Ideal,E,SI1,61.7,57.0,5.27,5.23,3.24,1668
18034,2.34,Very Good,H,I1,62.4,55.4,8.44,8.51,5.29,11119
18035,0.52,Very Good,F,SI1,61.9,58.0,5.1,5.15,3.17,1298
18036,1.01,Good,F,SI1,64.2,58.0,6.31,6.33,4.06,4199
18037,1.05,Ideal,F,SI2,62.7,54.0,6.5,6.54,4.09,4866
18038,1.1,Ideal,E,SI2,61.6,56.0,6.61,6.64,4.08,5082
18039,0.73,Premium,D,VS1,60.0,58.0,5.86,5.9,3.53,3620
18040,1.13,Premium,G,VS2,62.5,58.0,6.69,6.59,4.15,6743
18041,1.01,Very Good,F,SI2,62.8,58.0,6.31,6.36,3.98,4119
18042,0.55,Premium,E,SI1,61.0,61.0,5.3,5.25,3.22,1668
18043,0.34,Premium,G,VS2,61.8,58.0,4.47,4.5,2.77,596
18044,0.76,Ideal,D,VS2,60.2,56.0,5.92,5.95,3.57,3352
18045,0.3,Very Good,I,VS2,60.5,55.0,4.34,4.37,2.63,453
18046,1.17,Ideal,G,SI2,62.6,55.0,6.74,6.78,4.23,5743
18047,1.02,Very Good,H,SI1,61.0,59.0,6.48,6.53,3.97,5455
18048,0.57,Very Good,F,SI2,60.1,56.0,5.4,5.42,3.25,1235
18049,0.37,Premium,G,VS1,61.4,58.0,4.61,4.58,2.82,957
18050,2.03,Premium,J,SI1,62.1,59.0,8.06,8.12,5.02,12862
18051,1.05,Ideal,F,VVS1,61.6,55.0,6.57,6.53,4.04,10872
18052,0.52,Very Good,E,SI2,62.6,58.0,5.05,5.17,3.2,1372
18053,0.77,Premium,J,VS1,62.2,61.0,5.85,5.82,3.63,2005
18054,0.3,Premium,I,VS1,62.9,59.0,4.3,4.22,2.68,608
18055,0.32,Ideal,F,VVS1,62.1,56.0,4.39,4.43,2.74,926
18056,0.33,Premium,G,VVS2,61.5,62.0,4.43,4.39,2.71,901
18057,1.0,Premium,F,SI1,62.2,58.0,6.39,6.35,3.96,4586
18058,1.14,Ideal,I,VS2,62.9,56.0,6.71,6.67,4.21,5075
18059,0.9,Very Good,D,SI2,64.0,58.0,6.06,6.11,3.9,3789
18060,0.85,Ideal,E,SI1,62.8,56.0,6.05,6.02,3.79,3503
18061,0.75,Very Good,H,SI2,62.2,58.0,5.77,5.83,3.61,2093
18062,0.51,Premium,F,VS2,62.1,58.0,5.09,5.12,3.17,1569
18063,0.32,Ideal,G,VS1,62.0,56.0,4.37,4.41,2.72,645
18064,1.23,Ideal,I,VVS1,62.1,57.0,6.9,6.83,4.26,7117
18065,1.0,Premium,H,SI2,58.6,59.0,6.57,6.5,3.83,4088
18066,0.8,Ideal,I,VS2,62.1,54.4,5.94,5.99,3.7,2830
18067,1.02,Ideal,D,SI2,61.4,56.0,6.42,6.57,3.99,4946
18068,0.4,Ideal,E,SI2,61.2,55.0,4.77,4.74,2.91,855
18069,1.05,Very Good,D,SI1,61.6,61.0,6.5,6.55,4.02,5255
18070,0.52,Very Good,D,SI1,63.2,57.0,5.11,5.15,3.24,1446
18071,1.02,Fair,I,SI1,53.0,63.0,6.84,6.77,3.66,2856
18072,0.7,Very Good,F,SI1,63.5,56.0,5.58,5.66,3.57,2401
18073,1.07,Ideal,J,SI1,61.5,55.0,6.58,6.62,4.06,5281
18074,0.4,Premium,F,VS2,59.7,58.0,4.79,4.83,2.87,842
18075,0.71,Very Good,I,SI1,60.2,58.0,5.76,5.83,3.49,2063
18076,2.01,Premium,H,SI1,60.6,59.0,8.23,8.17,4.97,13387
18077,0.4,Very Good,D,VS1,63.1,55.0,4.7,4.74,2.98,967
18078,2.01,Fair,D,SI2,59.4,66.0,8.2,8.17,4.86,15627
18079,0.8,Very Good,F,SI2,61.5,56.0,5.93,5.98,3.66,2652
18080,1.0,Good,J,SI1,58.7,62.0,6.47,6.51,3.81,3614
18081,0.3,Premium,D,VS2,60.4,59.0,4.33,4.35,2.62,710
18082,1.55,Premium,H,VS2,60.7,58.0,7.51,7.47,4.55,11567
18083,1.14,Premium,F,SI2,60.8,58.0,6.79,6.74,4.11,5008
18084,0.7,Very Good,E,SI2,60.8,57.0,5.66,5.72,3.46,2324
18085,0.76,Very Good,H,SI2,59.8,58.0,5.94,5.96,3.56,2418
18086,0.38,Ideal,D,VVS2,61.5,57.0,4.67,4.63,2.86,1257
18087,0.73,Ideal,H,VS2,61.4,55.0,5.79,5.82,3.56,3164
18088,0.3,Premium,D,VS2,61.0,58.0,4.32,4.34,2.64,710
18089,0.32,Ideal,H,VS1,62.5,55.0,4.36,4.38,2.73,620
18090,0.52,Premium,E,VS1,61.6,58.0,5.18,5.14,3.18,1793
18091,1.56,Good,I,SI2,58.5,61.0,7.58,7.63,4.45,8048
18092,1.63,Premium,I,VS1,61.1,57.0,7.7,7.58,4.67,11534
18093,0.35,Ideal,I,VS1,60.9,57.0,4.59,4.54,2.78,709
18094,2.02,Ideal,I,SI2,60.9,60.0,8.08,8.14,4.94,14027
18095,0.7,Very Good,E,VS1,60.7,57.0,5.72,5.75,3.48,3358
18096,1.27,Premium,I,SI2,62.0,60.0,6.91,6.86,4.27,4836
18097,1.1,Ideal,G,VS1,61.3,57.0,6.59,6.66,4.06,7550
18098,1.51,Premium,H,VS1,59.8,61.0,7.41,7.35,4.41,9234
18099,1.2,Very Good,I,SI1,61.2,62.0,6.75,6.84,4.16,5226
18100,0.71,Ideal,G,SI1,60.6,57.0,5.72,5.8,3.49,2233
18101,0.51,Premium,E,SI1,61.7,59.0,5.12,5.09,3.15,1624
18102,1.71,Premium,G,VS2,61.3,58.0,7.64,7.6,4.67,11032
18103,1.58,Premium,H,SI2,62.4,57.0,7.45,7.36,4.62,8777
18104,2.02,Premium,E,SI2,59.8,58.0,8.2,8.16,4.89,17825
18105,0.7,Premium,E,SI1,60.7,58.0,5.73,5.74,3.48,2679
18106,1.05,Premium,G,SI1,62.1,60.0,6.48,6.44,4.01,4857
18107,0.4,Very Good,E,SI1,61.3,61.0,4.73,4.76,2.91,737
18108,0.53,Ideal,I,SI1,61.6,56.6,5.19,5.21,3.21,1127
18109,0.53,Premium,E,VS2,58.5,61.0,5.33,5.26,3.1,1908
18110,0.3,Premium,G,VVS1,62.8,58.0,4.3,4.27,2.69,1013
18111,3.01,Good,I,SI2,63.9,60.0,9.06,9.01,5.77,18242
18112,0.26,Ideal,F,VS1,62.3,56.0,4.1,4.08,2.55,580
18113,0.33,Ideal,F,VVS2,62.2,56.0,4.43,4.45,2.76,810
18114,1.75,Premium,E,SI2,62.5,59.0,7.71,7.63,4.79,11655
18115,0.3,Premium,J,VS2,60.6,59.0,4.38,4.34,2.64,473
18116,0.7,Fair,D,SI2,58.1,60.0,5.79,5.82,3.37,2358
18117,0.41,Very Good,E,SI2,62.8,58.0,4.69,4.73,2.96,638
18118,1.72,Premium,H,SI1,62.0,57.0,7.67,7.63,4.74,9551
18119,0.51,Ideal,D,VS2,61.9,55.0,5.15,5.19,3.2,1597
18120,1.07,Fair,G,I1,64.8,56.0,6.53,6.43,4.2,2375
18121,1.5,Ideal,F,VS2,61.7,54.0,7.28,7.31,4.5,14092
18122,0.72,Ideal,E,SI1,61.0,56.0,5.82,5.85,3.56,2976
18123,1.13,Premium,I,SI2,62.1,60.0,6.74,6.66,4.16,3734
18124,0.31,Good,G,VS2,63.1,58.0,4.3,4.35,2.73,544
18125,0.41,Ideal,G,VS2,62.2,57.0,4.71,4.74,2.94,827
18126,0.25,Ideal,F,SI1,60.1,56.0,4.11,4.13,2.48,430
18127,0.52,Premium,E,VS1,61.6,58.0,5.14,5.18,3.18,1668
18128,0.52,Ideal,G,VS1,60.8,55.0,5.2,5.26,3.18,1691
18129,1.21,Very Good,I,SI1,60.6,56.0,6.89,6.97,4.2,5457
18130,0.31,Very Good,D,SI1,63.5,56.0,4.31,4.29,2.73,732
18131,0.27,Very Good,E,VS1,61.9,59.0,4.16,4.21,2.59,470
18132,1.22,Premium,E,SI1,62.3,59.0,6.8,6.74,4.22,7395
18133,1.63,Ideal,I,VVS2,62.3,54.7,7.49,7.52,4.69,12174
18134,0.4,Ideal,F,VS1,62.4,53.0,4.72,4.76,2.96,917
18135,0.5,Premium,D,SI1,61.3,60.0,5.15,5.1,3.14,1279
18136,1.1,Premium,I,SI1,61.2,61.0,6.66,6.61,4.01,4725
18137,0.7,Ideal,H,VS2,63.0,55.0,5.7,5.67,3.58,2536
18138,0.54,Premium,F,SI2,60.0,60.0,5.27,5.22,3.24,1240
18139,0.33,Premium,E,SI2,59.7,58.0,4.53,4.48,2.69,594
18140,0.7,Very Good,F,SI1,61.6,55.0,5.66,5.7,3.5,2230
18141,0.56,Good,H,SI1,63.2,57.0,5.23,5.27,3.32,1197
18142,0.9,Fair,G,SI1,65.4,59.0,6.04,6.0,3.94,3145
18143,0.51,Ideal,G,IF,62.9,58.0,5.07,5.11,3.2,2146
18144,0.38,Very Good,G,SI1,62.4,59.0,4.59,4.64,2.88,666
18145,0.54,Ideal,E,VS2,61.8,55.0,5.22,5.26,3.24,1567
18146,1.13,Very Good,I,VS2,61.6,57.0,6.73,6.78,4.16,4348
18147,2.23,Premium,J,SI1,62.1,59.0,8.29,8.33,5.16,13069
18148,0.42,Ideal,G,VVS1,61.7,55.0,4.84,4.78,2.97,1235
18149,1.5,Premium,I,VS2,61.1,60.0,7.33,7.36,4.49,9471
18150,1.06,Premium,I,SI1,62.9,60.0,6.47,6.43,4.06,4155
18151,0.63,Premium,E,SI1,58.8,59.0,5.68,5.62,3.32,1846
18152,1.58,Premium,J,SI1,59.8,58.0,7.61,7.57,4.54,7654
18153,0.7,Very Good,F,SI1,59.4,59.0,5.75,5.8,3.43,2573
18154,0.55,Very Good,E,VVS1,61.2,57.0,5.27,5.29,3.23,2585
18155,0.5,Ideal,E,VS2,63.0,54.0,5.09,5.04,3.19,1629
18156,1.03,Very Good,H,SI1,61.1,59.0,6.5,6.56,3.99,4520
18157,0.53,Ideal,D,VS2,62.2,56.0,5.17,5.18,3.22,1809
18158,0.71,Premium,G,VS1,60.9,58.0,5.77,5.73,3.5,2694
18159,1.13,Very Good,H,SI1,63.3,56.0,6.65,6.62,4.2,4689
18160,0.5,Premium,E,SI2,61.8,59.0,5.07,5.03,3.12,1181
18161,0.31,Very Good,G,VVS1,61.5,55.0,4.36,4.4,2.69,749
18162,0.31,Very Good,E,VVS2,62.4,56.0,4.32,4.35,2.7,749
18163,1.01,Premium,G,SI1,62.5,60.0,6.34,6.39,3.98,4588
18164,0.98,Premium,E,SI2,61.7,61.0,6.38,6.34,3.93,4478
18165,1.22,Premium,J,SI2,62.1,59.0,6.82,6.77,4.22,4509
18166,0.4,Premium,H,VS1,62.6,58.0,4.71,4.68,2.94,1035
18167,1.54,Premium,G,SI1,63.0,59.0,7.31,7.26,4.59,8176
18168,0.76,Premium,F,SI2,61.8,58.0,5.88,5.83,3.62,2491
18169,1.11,Fair,H,SI1,65.7,61.0,6.42,6.39,4.21,5178
18170,0.63,Ideal,D,VS2,62.1,55.0,5.5,5.52,3.42,2373
18171,0.3,Very Good,H,SI1,63.4,57.0,4.31,4.27,2.72,540
18172,1.06,Very Good,H,VS1,62.2,59.0,6.47,6.52,4.04,5456
18173,2.18,Very Good,I,SI2,58.9,60.0,8.51,8.55,5.02,15684
18174,1.0,Very Good,F,VS1,58.1,62.0,6.57,6.62,3.83,6098
18175,0.38,Ideal,F,SI1,60.4,57.0,4.7,4.74,2.85,844
