id,carat,cut,color,clarity,depth,table,x,y,z
8081,1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59
8082,0.58,Ideal,D,VS1,61.4,57.0,5.41,5.34,3.3
8083,0.54,Premium,E,VVS1,62.7,58.0,5.16,5.21,3.25
8084,1.21,Good,G,SI1,63.8,58.0,6.75,6.64,4.27
8085,2.08,Very Good,I,VS2,58.9,61.0,8.35,8.36,4.92
8086,0.82,Very Good,J,SI2,62.0,58.0,5.93,5.98,3.69
8087,1.23,Premium,H,SI2,61.2,57.0,6.89,6.86,4.21
8088,0.3,Premium,I,VVS2,61.0,60.0,4.36,4.3,2.64
8089,1.01,Premium,H,VS2,61.6,59.0,6.45,6.47,3.98
8090,1.5,Ideal,J,SI1,61.1,56.7,7.35,7.38,4.5
8091,0.3,Very Good,F,SI1,62.9,57.0,4.25,4.27,2.68
8092,0.7,Ideal,G,VVS2,62.1,56.0,5.63,5.71,3.52
8093,0.36,Premium,F,SI1,62.3,59.0,4.5,4.56,2.82
8094,0.69,Good,E,VS2,58.7,64.0,5.73,5.79,3.38
8095,0.4,Premium,F,VS1,61.4,58.0,4.73,4.75,2.91
8096,1.04,Ideal,G,VS2,62.0,59.0,6.43,6.5,4.01
8097,1.04,Very Good,G,VS2,61.4,63.0,6.51,6.55,4.01
8098,0.71,Fair,G,VVS1,62.8,57.0,5.67,5.57,3.53
8099,1.5,Premium,J,VVS2,61.8,60.0,7.36,7.33,4.54
8100,0.61,Ideal,J,VS2,59.7,59.0,5.54,5.47,3.29
8101,0.33,Premium,G,VVS2,61.7,59.0,4.42,4.39,2.72
8102,0.41,Ideal,H,VS1,61.8,56.0,4.78,4.73,2.94
8103,0.59,Ideal,E,VS2,60.2,61.0,5.43,5.47,3.28
8104,0.53,Ideal,I,SI2,61.8,55.0,5.22,5.26,3.24
8105,1.01,Good,F,SI2,63.1,58.0,6.34,6.38,4.01
8106,0.75,Premium,E,VS2,62.1,57.0,5.9,5.79,3.63
8107,2.2,Ideal,H,SI2,62.6,55.0,8.34,8.31,5.21
8108,0.55,Premium,D,SI1,61.2,58.0,5.29,5.24,3.22
8109,0.3,Premium,H,VVS1,61.8,58.0,4.32,4.36,2.68
8110,1.22,Ideal,G,SI2,59.6,56.0,7.05,7.02,4.19
8111,0.3,Ideal,H,VVS2,61.3,56.0,4.33,4.35,2.66
8112,0.37,Very Good,G,VS1,58.4,59.0,4.76,4.69,2.76
8113,0.31,Very Good,D,VS2,62.9,55.0,4.31,4.34,2.72
8114,0.3,Very Good,E,SI1,62.7,60.0,4.24,4.28,2.67
8115,2.1,Very Good,H,SI2,63.3,57.0,8.2,8.08,5.15
8116,1.11,Ideal,H,SI2,61.5,55.0,6.65,6.69,4.1
8117,1.06,Ideal,H,SI2,62.8,57.0,6.52,6.56,4.11
8118,0.9,Ideal,I,SI1,60.8,57.0,6.25,6.22,3.79
8119,0.71,Ideal,F,VS1,61.7,55.0,5.73,5.77,3.55
8120,0.35,Ideal,D,VS2,60.7,56.0,4.56,4.6,2.78
8121,0.51,Ideal,G,VS1,61.8,57.0,5.14,5.12,3.17
8122,0.5,Ideal,G,VVS2,62.7,55.0,5.07,5.1,3.19
8123,0.42,Ideal,H,SI1,62.2,57.0,4.78,4.8,2.98
8124,0.5,Ideal,F,VVS2,62.0,53.6,5.09,5.13,3.18
8125,0.32,Ideal,E,VS1,61.8,55.0,4.43,4.4,2.73
8126,0.71,Premium,F,SI1,59.8,62.0,5.74,5.73,3.43
8127,1.0,Good,H,VS2,57.8,59.0,6.53,6.47,3.75
8128,0.43,Very Good,F,VS2,61.6,59.0,4.78,4.87,2.97
8129,1.31,Ideal,I,VS2,62.4,57.0,6.93,6.97,4.34
8130,1.29,Very Good,I,VS1,61.1,58.0,6.98,7.03,4.28
8131,0.31,Ideal,F,IF,62.1,55.0,4.35,4.34,2.7
8132,0.32,Ideal,E,VS2,62.2,55.0,4.36,4.38,2.72
8133,0.3,Ideal,F,VS2,60.5,58.0,4.3,4.36,2.62
8134,1.17,Premium,F,VS2,60.2,58.0,6.88,6.85,4.13
8135,1.01,Ideal,F,VS1,62.0,57.0,6.45,6.39,3.98
8136,0.41,Premium,G,SI1,62.8,58.0,4.74,4.72,2.97
8137,1.51,Premium,H,VS1,61.0,60.0,7.34,7.29,4.46
8138,0.32,Ideal,I,VS2,63.0,55.0,4.39,4.34,2.75
8139,0.4,Good,E,SI1,63.6,57.0,4.69,4.65,2.97
8140,1.13,Very Good,G,SI2,60.0,61.0,6.71,6.78,4.05
8141,1.16,Ideal,D,VS1,61.2,58.0,6.73,6.76,4.13
8142,0.31,Very Good,G,SI2,62.3,57.0,4.33,4.37,2.71
8143,0.25,Very Good,E,VVS1,61.5,56.0,4.06,4.08,2.5
8144,0.7,Premium,H,VS1,60.5,58.0,5.77,5.73,3.48
8145,1.37,Very Good,J,SI2,60.7,60.0,7.07,7.19,4.33
8146,0.74,Very Good,F,VVS2,61.5,55.1,5.82,5.85,3.59
8147,2.04,Ideal,F,SI2,62.4,56.0,8.07,8.14,5.06
8148,0.3,Ideal,H,VS1,61.6,57.0,4.3,4.33,2.66
8149,0.41,Ideal,D,VVS2,62.3,57.0,4.76,4.74,2.96
8150,2.01,Ideal,G,VS2,61.4,54.0,8.16,8.09,4.99
8151,0.5,Very Good,H,VS1,61.0,56.0,5.1,5.13,3.12
8152,1.03,Ideal,D,SI1,61.0,57.0,6.48,6.53,3.97
8153,1.66,Very Good,G,SI2,58.5,62.0,7.73,7.79,4.54
8154,0.6,Ideal,G,VVS2,61.3,56.0,5.43,5.46,3.34
8155,1.16,Fair,F,VS1,57.8,67.0,6.97,6.84,3.99
8156,0.7,Very Good,E,SI2,59.6,63.0,5.76,5.71,3.42
8157,0.96,Premium,I,SI2,59.1,62.0,6.48,6.38,3.79
8158,1.61,Ideal,G,VS1,61.8,57.0,7.48,7.51,4.63
8159,0.34,Ideal,F,VS2,62.1,56.0,4.47,4.51,2.79
8160,0.9,Very Good,F,SI1,63.2,56.0,6.16,6.09,3.87
8161,0.37,Premium,I,VS2,61.1,59.0,4.65,4.58,2.82
8162,0.78,Premium,F,SI1,60.8,60.0,5.97,5.94,3.62
8163,0.41,Premium,E,SI1,61.4,56.0,4.81,4.77,2.94
8164,0.41,Premium,E,VS1,61.8,58.0,4.75,4.73,2.93
8165,0.92,Ideal,I,SI1,61.8,57.0,6.22,6.27,3.86
8166,0.54,Very Good,G,VVS1,60.6,55.0,5.28,5.31,3.21
8167,1.52,Good,I,SI1,64.0,58.0,7.2,7.27,4.63
8168,0.93,Very Good,G,SI1,62.5,57.8,6.15,6.28,3.87
8169,0.33,Ideal,E,VS1,62.7,57.0,4.38,4.45,2.77
8170,0.73,Very Good,H,VS1,58.7,61.0,5.9,5.95,3.48
8171,0.5,Very Good,F,SI2,62.4,56.0,5.08,5.12,3.18
8172,0.43,Premium,D,VS2,60.7,58.0,4.88,4.84,2.95
8173,1.2,Very Good,H,SI2,62.0,58.0,6.73,6.79,4.19
8174,0.94,Premium,F,SI2,62.2,59.0,6.27,6.23,3.89
8175,0.72,Premium,F,SI1,59.3,60.0,5.91,5.86,3.49
8176,1.08,Ideal,H,SI1,60.6,59.0,6.61,6.65,4.02
8177,0.42,Ideal,G,VVS1,60.6,56.0,4.88,4.86,2.95
8178,0.35,Premium,H,VVS1,60.1,62.0,4.57,4.52,2.73
8179,0.31,Good,D,SI1,63.8,57.0,4.33,4.29,2.75
8180,0.3,Good,H,VVS2,63.6,55.0,4.24,4.28,2.71
8181,1.01,Fair,F,VS2,61.1,60.0,6.49,6.4,3.94
8182,2.08,Ideal,H,SI2,61.5,57.0,8.26,8.2,5.06
8183,0.32,Ideal,D,SI2,61.7,55.0,4.4,4.38,2.71
8184,0.61,Very Good,F,VS2,62.9,58.0,5.33,5.39,3.37
8185,0.34,Ideal,G,IF,61.7,55.0,4.5,4.48,2.77
8186,0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54
8187,1.02,Premium,F,VS2,62.4,59.0,6.4,6.45,4.01
8188,0.73,Premium,D,SI1,60.8,55.0,5.87,5.81,3.55
8189,0.76,Premium,E,SI1,61.1,58.0,5.91,5.85,3.59
8190,2.01,Premium,I,SI2,62.5,60.0,8.04,7.95,5.0
8191,1.03,Good,J,SI2,56.2,62.0,6.69,6.73,3.77
8192,1.14,Premium,I,SI1,60.1,60.0,6.81,6.76,4.08
8193,0.55,Ideal,E,VS1,61.7,55.0,5.29,5.27,3.26
8194,1.21,Ideal,F,VS2,61.3,56.0,6.86,6.91,4.22
8195,0.66,Premium,E,VS1,60.8,59.0,5.58,5.6,3.4
8196,0.23,Good,F,VVS1,58.1,52.0,4.03,4.1,2.36
8197,0.56,Ideal,F,VVS2,61.9,56.0,5.32,5.28,3.28
8198,1.0,Very Good,F,VS2,62.2,55.0,6.39,6.44,3.99
8199,1.23,Premium,G,VS1,59.8,57.0,6.99,6.96,4.17
8200,0.7,Very Good,F,VS2,61.4,57.0,5.73,5.76,3.53
8201,0.29,Very Good,F,VVS2,60.8,63.0,4.28,4.31,2.61
8202,0.74,Ideal,F,VS1,61.7,56.0,5.79,5.87,3.6
8203,0.24,Ideal,G,VVS1,62.4,56.0,3.97,3.99,2.48
8204,0.35,Very Good,E,VS1,59.7,59.0,4.59,4.62,2.75
8205,1.34,Very Good,H,SI1,62.4,58.0,6.98,7.02,4.37
8206,0.33,Ideal,G,VVS1,61.8,55.0,4.47,4.5,2.77
8207,2.31,Very Good,I,SI2,62.9,58.0,8.34,8.43,5.27
8208,2.0,Very Good,F,SI1,57.9,60.0,8.28,8.34,4.81
8209,0.8,Very Good,H,SI2,59.7,58.0,6.03,6.09,3.62
8210,0.41,Premium,G,VS2,62.6,58.0,4.74,4.71,2.96
8211,0.33,Premium,D,VS2,60.8,60.0,4.52,4.46,2.73
8212,1.24,Premium,F,SI1,61.6,59.0,6.94,6.89,4.26
8213,0.9,Premium,H,VS2,62.8,58.0,6.17,6.13,3.86
8214,0.35,Good,E,SI2,63.9,55.0,4.48,4.5,2.87
8215,0.31,Ideal,E,VS2,61.6,57.0,4.35,4.38,2.69
8216,1.5,Premium,H,VS2,60.6,61.0,7.34,7.31,4.44
8217,0.4,Ideal,F,VVS1,61.7,57.0,4.74,4.7,2.91
8218,0.57,Ideal,E,SI1,61.8,57.0,5.33,5.28,3.28
8219,0.91,Very Good,E,VS2,61.6,58.0,6.18,6.2,3.81
8220,0.31,Good,H,VVS1,63.3,56.0,4.3,4.32,2.73
8221,0.7,Ideal,D,VS2,61.4,55.0,5.71,5.75,3.52
8222,0.55,Ideal,F,VS1,61.9,56.0,5.29,5.25,3.26
8223,0.36,Ideal,D,SI1,62.7,57.0,4.59,4.54,2.86
8224,0.3,Ideal,E,VVS2,61.9,55.0,4.3,4.33,2.67
8225,0.74,Very Good,I,VVS2,61.0,59.0,5.83,5.85,3.56
8226,0.37,Premium,G,VS2,59.3,60.0,4.71,4.67,2.78
8227,0.41,Ideal,D,SI1,60.8,57.0,4.8,4.84,2.93
8228,0.3,Very Good,D,VS2,62.8,57.0,4.29,4.31,2.7
8229,1.5,Good,E,SI2,61.5,65.0,7.21,7.17,4.42
8230,0.31,Ideal,E,IF,61.9,56.0,4.35,4.37,2.7
8231,0.3,Very Good,D,VS2,62.4,56.0,4.27,4.32,2.68
8232,0.51,Ideal,G,VS1,60.2,57.0,5.16,5.21,3.13
8233,0.38,Ideal,E,SI2,62.1,54.1,4.64,4.69,2.9
8234,1.01,Good,E,SI2,58.7,63.0,6.52,6.6,3.85
8235,0.43,Very Good,G,VVS1,61.3,57.0,4.85,4.87,2.98
8236,0.41,Ideal,F,VS2,62.7,57.0,4.78,4.73,2.98
8237,0.9,Very Good,D,VVS2,62.6,59.0,6.11,6.15,3.84
8238,0.54,Ideal,I,SI1,62.4,55.0,5.19,5.23,3.25
8239,0.23,Premium,D,VVS2,58.9,60.0,4.03,3.95,2.35
8240,0.4,Very Good,E,VVS2,62.3,57.0,4.68,4.72,2.93
8241,0.56,Good,F,VS1,58.6,62.0,5.3,5.45,3.16
8242,0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2
8243,1.5,Good,H,VS2,63.6,58.0,7.27,7.22,4.61
8244,1.02,Premium,D,VS1,60.3,58.0,6.57,6.49,3.94
8245,0.31,Premium,F,VS2,61.2,58.0,4.35,4.37,2.67
8246,0.7,Premium,H,VS1,61.9,56.0,5.7,5.67,3.52
8247,0.3,Good,H,SI2,63.9,56.0,4.27,4.24,2.72
8248,1.09,Ideal,G,SI1,62.2,56.0,6.6,6.55,4.09
8249,0.31,Premium,I,VS2,59.3,59.0,4.42,4.38,2.61
8250,1.01,Good,E,SI1,59.3,64.0,6.49,6.47,3.84
8251,1.54,Premium,G,VS2,61.6,59.0,7.46,7.4,4.58
8252,1.02,Ideal,I,VS2,60.8,57.0,6.42,6.5,3.93
8253,0.51,Fair,J,VS2,65.3,55.0,4.97,4.96,3.24
8254,1.5,Very Good,H,SI1,58.8,63.0,7.42,7.38,4.35
8255,0.9,Premium,E,SI2,59.2,60.0,6.31,6.23,3.71
8256,1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88
8257,1.45,Very Good,J,SI1,62.4,57.0,7.16,7.23,4.49
8258,0.9,Premium,E,SI2,61.3,60.0,6.17,6.23,3.8
8259,1.07,Very Good,G,VS2,60.5,56.0,6.64,6.71,4.04
8260,0.5,Fair,F,VS2,64.9,58.0,4.99,4.9,3.21
8261,1.29,Very Good,I,VS2,61.3,58.0,6.98,7.04,4.3
8262,0.81,Very Good,F,SI1,63.1,59.0,5.85,5.79,3.67
8263,0.43,Very Good,G,VS2,62.9,59.0,4.78,4.83,3.02
8264,0.77,Ideal,H,SI1,62.4,56.0,5.84,5.9,3.66
8265,1.69,Very Good,I,SI1,61.8,60.0,7.58,7.61,4.69
8266,2.03,Ideal,H,SI1,60.8,57.0,8.18,8.24,4.99
8267,0.63,Ideal,D,VS2,61.5,54.0,5.54,5.58,3.42
8268,0.31,Ideal,E,VS2,61.7,55.0,4.35,4.37,2.69
8269,0.6,Very Good,G,VVS1,61.2,56.0,5.41,5.46,3.32
8270,0.85,Ideal,E,VS1,63.0,57.0,6.08,5.99,3.8
8271,1.02,Premium,H,SI1,61.9,58.0,6.43,6.47,3.99
8272,1.51,Ideal,G,SI1,61.6,57.0,7.34,7.31,4.52
8273,0.4,Very Good,G,SI1,60.0,63.0,4.8,4.76,2.87
8274,2.37,Ideal,H,SI2,62.1,55.0,8.52,8.54,5.3
8275,1.16,Ideal,I,SI1,62.4,57.0,6.71,6.75,4.2
8276,1.5,Very Good,F,VS2,61.9,60.0,7.29,7.32,4.52
8277,0.36,Premium,J,SI1,61.3,60.0,4.52,4.59,2.79
8278,0.4,Very Good,I,VVS1,63.5,57.0,4.68,4.65,2.96
8279,0.5,Ideal,D,SI1,61.6,55.0,5.13,5.1,3.15
8280,0.74,Very Good,E,VVS1,63.5,58.0,5.78,5.72,3.65
8281,0.9,Ideal,H,VS1,62.2,56.0,6.16,6.18,3.84
8282,0.34,Very Good,I,VVS1,61.9,58.0,4.43,4.52,2.77
8283,1.02,Very Good,F,VS1,62.7,55.0,6.37,6.43,4.01
8284,1.3,Ideal,G,SI1,61.6,55.0,7.01,7.05,4.33
8285,0.42,Very Good,H,SI1,58.6,61.0,4.92,4.95,2.89
8286,0.32,Very Good,H,SI1,63.4,55.0,4.38,4.36,2.77
8287,0.56,Ideal,G,VVS2,61.4,54.0,5.33,5.35,3.28
8288,1.21,Good,G,VS2,63.8,56.0,6.74,6.67,4.28
8289,1.51,Very Good,I,VS2,63.0,60.0,7.25,7.3,4.58
8290,0.45,Premium,F,SI1,61.1,58.0,4.97,4.95,3.03
8291,0.52,Premium,D,SI1,59.7,60.0,5.26,5.19,3.12
8292,0.4,Ideal,H,VVS2,62.3,57.0,4.71,4.73,2.94
8293,1.23,Good,D,I1,63.7,58.0,6.72,6.79,4.3
8294,0.76,Fair,H,SI1,65.5,59.0,5.75,5.66,3.74
8295,2.27,Premium,I,SI1,61.0,58.0,8.42,8.4,5.19
8296,1.2,Ideal,F,VS1,60.7,57.0,6.89,6.85,4.17
8297,1.04,Very Good,F,VS2,60.1,59.0,6.56,6.61,3.96
8298,0.72,Very Good,E,SI2,59.9,57.0,5.85,5.9,3.52
8299,0.39,Ideal,I,VS1,62.5,54.0,4.7,4.67,2.92
8300,0.42,Ideal,H,SI1,62.2,57.0,4.8,4.78,2.98
8301,0.71,Very Good,D,SI2,63.3,55.0,5.72,5.65,3.6
8302,1.04,Very Good,G,VS2,61.4,63.0,6.55,6.51,4.01
8303,0.34,Ideal,E,VS1,62.4,54.0,4.49,4.45,2.79
8304,0.5,Ideal,F,VS2,62.9,55.0,5.1,5.07,3.2
8305,0.74,Very Good,H,VS2,62.9,57.0,5.73,5.78,3.62
8306,0.78,Ideal,G,VS2,62.2,57.0,5.87,5.9,3.66
8307,1.51,Very Good,J,SI1,63.1,55.0,7.25,7.32,4.6
8308,0.51,Premium,E,VS2,61.7,58.0,5.12,5.15,3.17
8309,0.54,Ideal,E,VS1,61.0,56.0,5.35,5.24,3.23
8310,0.25,Very Good,F,VS1,59.7,57.0,4.13,4.21,2.49
8311,0.27,Ideal,H,VS1,61.6,56.0,4.18,4.2,2.58
8312,0.33,Ideal,G,VS1,62.4,56.0,4.43,4.45,2.77
8313,2.0,Good,E,SI2,57.6,63.0,8.2,8.16,4.73
8314,0.3,Premium,E,VVS2,61.8,58.0,4.29,4.26,2.64
8315,0.3,Very Good,H,SI1,62.5,57.0,4.25,4.29,2.67
8316,0.9,Very Good,I,VVS1,61.3,59.0,6.17,6.2,3.79
8317,1.52,Good,H,VS2,63.3,57.0,7.32,7.33,4.64
8318,0.33,Premium,E,VVS2,61.3,59.0,4.44,4.47,2.73
8319,1.5,Very Good,J,VS2,63.3,57.0,7.2,7.25,4.57
8320,0.72,Very Good,D,VS2,62.1,59.0,5.7,5.73,3.55
8321,0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52
8322,0.36,Very Good,G,VS1,61.8,56.0,4.57,4.6,2.84
8323,0.28,Very Good,F,VVS1,60.1,59.0,4.24,4.25,2.55
8324,0.43,Premium,H,SI1,61.5,58.0,4.86,4.8,2.97
8325,1.54,Ideal,J,VVS2,62.8,58.0,7.32,7.37,4.61
8326,0.72,Very Good,J,VVS1,61.4,61.0,5.7,5.77,3.52
8327,0.44,Premium,G,SI1,61.6,61.0,4.88,4.83,2.99
8328,0.5,Good,D,SI1,63.6,58.0,5.05,5.08,3.22
8329,0.5,Premium,E,SI2,61.5,58.0,5.09,5.03,3.11
8330,0.56,Ideal,E,VS1,61.8,55.0,5.33,5.28,3.28
8331,0.4,Ideal,F,VVS1,61.7,55.0,4.77,4.79,2.95
8332,0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21
8333,0.29,Ideal,G,VVS1,62.8,54.0,4.21,4.24,2.65
8334,0.34,Premium,H,SI1,60.2,58.0,4.52,4.48,2.71
8335,0.76,Premium,G,SI2,62.6,55.0,5.87,5.82,3.66
8336,0.7,Premium,E,VS1,61.8,58.0,5.71,5.75,3.54
8337,0.34,Premium,E,VS2,62.7,56.0,4.51,4.48,2.82
8338,0.3,Very Good,J,VS1,63.5,58.0,4.27,4.24,2.7
8339,0.31,Ideal,D,SI1,61.7,56.0,4.35,4.37,2.69
8340,0.41,Ideal,E,SI1,62.9,57.0,4.78,4.73,2.99
8341,0.7,Very Good,E,VS2,62.4,60.0,5.57,5.61,3.49
8342,1.7,Ideal,I,VS2,61.1,57.0,7.7,7.66,4.69
8343,1.0,Very Good,H,SI2,61.6,58.0,6.43,6.47,3.97
8344,0.71,Very Good,I,VS2,62.8,59.0,5.64,5.67,3.55
8345,1.71,Ideal,G,VS1,62.1,55.0,7.74,7.59,4.76
8346,0.53,Good,E,VS2,63.7,55.0,5.15,5.12,3.27
8347,0.27,Very Good,E,VVS2,61.9,58.0,4.1,4.14,2.55
8348,1.03,Very Good,D,SI2,61.3,61.0,6.46,6.49,3.97
8349,1.01,Premium,G,SI1,61.5,59.0,6.48,6.43,3.97
8350,0.7,Ideal,E,VS2,62.1,57.0,5.68,5.73,3.54
8351,0.36,Premium,F,SI1,61.1,59.0,4.59,4.55,2.79
8352,1.11,Premium,H,VS2,62.4,58.0,6.69,6.57,4.14
8353,0.39,Ideal,F,VVS2,61.8,55.0,4.68,4.75,2.92
8354,0.44,Ideal,F,VVS2,60.9,55.0,4.96,4.92,3.01
8355,2.26,Premium,I,SI2,62.0,58.0,8.4,8.37,5.2
8356,0.47,Ideal,I,VVS1,61.6,55.0,4.99,5.01,3.08
8357,1.0,Good,F,SI1,64.9,57.0,6.25,6.32,4.08
8358,1.11,Ideal,H,SI2,62.7,57.0,6.59,6.66,4.14
8359,0.3,Very Good,H,SI1,61.2,62.0,4.28,4.31,2.63
8360,0.42,Premium,G,VVS1,62.7,58.0,4.74,4.79,2.99
8361,0.78,Ideal,D,VS2,61.9,56.0,5.88,5.94,3.66
8362,0.9,Good,H,SI2,63.1,60.0,6.09,6.14,3.86
8363,1.0,Premium,H,SI2,60.0,62.0,6.53,6.51,3.91
8364,0.53,Ideal,F,SI1,60.0,57.0,5.3,5.27,3.17
8365,1.5,Fair,H,I1,65.7,58.0,7.07,7.02,4.63
8366,0.41,Ideal,F,VS2,61.7,54.0,4.79,4.81,2.96
8367,1.54,Ideal,I,SI2,62.0,59.0,7.33,7.38,4.56
8368,1.23,Ideal,H,SI1,63.0,55.0,6.78,6.72,4.27
8369,0.81,Premium,G,VS1,61.7,59.0,6.07,5.96,3.71
8370,1.0,Premium,G,SI2,61.8,60.0,6.37,6.34,3.93
8371,0.31,Ideal,F,IF,60.8,56.0,4.43,4.45,2.7
8372,0.71,Ideal,E,VVS1,62.0,56.0,5.69,5.73,3.54
8373,1.16,Good,F,SI2,63.7,63.0,6.63,6.55,4.2
8374,0.62,Very Good,F,VS2,59.5,63.0,5.54,5.49,3.28
8375,0.31,Ideal,F,VVS1,62.1,54.0,4.37,4.39,2.72
8376,0.51,Ideal,E,SI1,61.5,55.0,5.18,5.15,3.18
8377,0.3,Very Good,E,SI1,62.9,56.0,4.24,4.31,2.69
8378,0.23,Good,F,VS1,58.2,59.0,4.06,4.08,2.37
8379,0.32,Ideal,G,VVS1,62.0,57.0,4.38,4.42,2.73
8380,1.1,Very Good,F,VVS1,59.8,54.0,6.74,6.77,4.04
8381,0.32,Very Good,D,VVS1,61.6,54.0,4.4,4.43,2.72
8382,1.01,Good,F,VS2,63.6,59.0,6.32,6.36,4.03
8383,0.72,Good,F,VS2,63.5,55.0,5.7,5.74,3.63
8384,0.41,Ideal,D,VS2,61.6,55.0,4.74,4.77,2.93
8385,0.3,Ideal,G,IF,62.6,57.0,4.32,4.28,2.69
8386,0.7,Ideal,E,SI1,62.6,57.0,5.64,5.67,3.54
8387,1.5,Premium,E,SI2,61.5,59.0,7.3,7.23,4.47
8388,0.89,Fair,G,SI2,58.9,66.0,6.26,6.16,3.66
8389,0.41,Premium,E,SI2,62.9,58.0,4.75,4.72,2.98
8390,0.91,Good,D,SI2,63.8,58.0,6.09,6.04,3.87
8391,1.33,Very Good,H,SI2,63.5,57.0,6.99,6.88,4.4
8392,0.33,Ideal,G,VS2,62.2,56.0,4.47,4.44,2.77
8393,0.7,Ideal,I,VS1,62.4,56.0,5.66,5.68,3.54
8394,0.81,Ideal,G,VVS2,61.7,55.1,5.97,6.04,3.71
8395,1.7,Premium,D,SI2,63.0,59.0,7.67,7.6,4.81
8396,2.0,Very Good,E,SI2,62.9,56.0,7.94,8.0,5.01
8397,0.58,Ideal,F,SI2,62.0,57.0,5.35,5.32,3.31
8398,1.3,Ideal,E,IF,62.3,54.0,6.97,7.03,4.36
8399,0.9,Very Good,H,SI1,63.3,58.0,6.04,6.13,3.85
8400,0.9,Very Good,I,VS2,63.4,56.0,6.09,6.12,3.87
8401,0.78,Fair,H,VS2,54.7,67.0,6.25,6.15,3.4
8402,0.33,Very Good,F,VVS2,61.6,57.0,4.44,4.46,2.74
8403,0.3,Very Good,F,VVS1,58.1,61.0,4.39,4.42,2.56
8404,0.73,Premium,H,VS2,61.0,58.0,5.84,5.76,3.54
8405,0.24,Very Good,E,VVS1,63.1,55.0,3.96,4.0,2.51
8406,0.81,Ideal,D,SI1,62.0,56.0,5.97,6.0,3.71
8407,0.26,Ideal,H,VVS1,62.2,55.0,4.09,4.11,2.55
8408,1.5,Premium,H,IF,63.0,59.0,7.3,7.23,4.58
8409,0.5,Very Good,F,SI1,61.0,60.0,5.08,5.11,3.11
8410,0.35,Ideal,E,VS2,61.9,54.0,4.53,4.58,2.82
8411,0.33,Ideal,F,VVS1,62.4,55.0,4.44,4.47,2.78
8412,0.51,Good,E,SI1,63.6,58.0,5.0,4.97,3.17
8413,0.41,Ideal,G,VVS1,61.8,55.0,4.78,4.76,2.95
8414,0.4,Ideal,H,VVS2,61.1,55.0,4.75,4.78,2.91
8415,0.49,Premium,E,SI2,61.7,57.0,5.08,5.06,3.13
8416,0.3,Ideal,D,SI1,61.9,54.0,4.32,4.34,2.68
8417,0.9,Premium,E,VS2,62.6,59.0,6.14,6.06,3.82
8418,0.71,Ideal,G,VS1,60.9,56.6,5.75,5.79,3.52
8419,0.52,Ideal,E,VS1,61.7,56.0,5.13,5.18,3.18
8420,0.7,Fair,F,SI2,64.8,57.0,5.65,5.59,3.64
8421,1.02,Ideal,E,VVS2,61.5,57.0,6.55,6.5,4.01
8422,0.36,Ideal,F,IF,62.5,54.0,4.54,4.58,2.85
8423,1.0,Ideal,G,SI1,62.7,56.0,6.39,6.36,4.0
8424,1.52,Ideal,H,VVS2,62.8,56.0,7.32,7.3,4.59
8425,0.4,Ideal,G,VVS1,62.3,54.0,4.75,4.76,2.96
8426,0.4,Good,J,VS1,63.5,56.0,4.69,4.7,2.98
8427,1.2,Ideal,E,VVS1,61.6,57.0,6.78,6.83,4.19
8428,1.5,Good,G,VS2,63.6,60.0,7.24,7.2,4.59
8429,1.23,Ideal,D,VS2,62.3,57.0,6.86,6.82,4.26
8430,0.71,Premium,F,VS1,59.0,60.0,5.82,5.8,3.43
8431,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97
8432,2.02,Good,H,SI2,60.2,55.0,8.08,8.19,4.9
8433,0.75,Good,E,SI2,63.2,57.0,5.76,5.82,3.66
8434,0.42,Ideal,G,VVS2,62.0,56.0,4.79,4.83,2.98
8435,1.1,Ideal,I,VS1,61.7,57.0,6.65,6.62,4.09
8436,2.02,Premium,F,SI2,61.5,60.0,8.15,8.05,4.98
8437,0.48,Ideal,I,VS1,62.2,54.0,5.03,5.06,3.14
8438,1.53,Ideal,I,VS2,62.1,55.0,7.43,7.35,4.59
8439,1.0,Fair,G,SI2,64.9,57.0,6.29,6.2,4.05
8440,1.51,Premium,I,VS2,62.3,60.0,7.35,7.29,4.56
8441,1.01,Very Good,E,VS2,60.4,58.0,6.47,6.6,3.95
8442,0.63,Ideal,D,SI1,62.0,56.0,5.5,5.47,3.4
8443,0.91,Fair,D,SI1,64.4,60.0,6.08,6.04,3.9
8444,1.6,Ideal,H,IF,61.5,53.0,7.57,7.69,4.66
8445,0.9,Fair,E,SI2,64.5,57.0,6.13,6.09,3.94
8446,0.51,Ideal,E,VS2,61.6,55.0,5.16,5.19,3.19
8447,2.51,Very Good,J,SI1,63.8,55.0,8.51,8.6,5.46
8448,0.33,Ideal,E,VS1,60.0,57.0,4.47,4.5,2.69
8449,0.4,Very Good,H,VVS2,59.7,57.0,4.83,4.85,2.89
8450,0.32,Ideal,G,VS2,62.0,57.0,4.41,4.37,2.72
